DC_PRODUTO,TOKENS,TAGS,text
LINHA MASSARANDUBA 5 X 19 DE 8.00,"['LINHA', 'MASSARANDUBA', '5', 'X', '19', 'DE', '8.00']","[0, 0, 0, 0, 0, 0, 0]",linha massaranduba 5 x 19 de 8.00
MAD. (SARRAFOS) TETRAGASTRIS PANAMENSIS BARROTE,"['MAD.', '(SARRAFOS)', 'TETRAGASTRIS', 'PANAMENSIS', 'BARROTE']","[0, 0, 0, 0, 0]",mad. (sarrafos) tetragastris panamensis barrote
"LINHA MACARANDUBA 5X29 4,5 MT","['LINHA', 'MACARANDUBA', '5X29', '4,5', 'MT']","[0, 0, 0, 0, 0]","linha macaranduba 5x29 4,5 mt"
"GARAPEIRA 10,00 X 10,00 QUADRADO 1,00 MT","['GARAPEIRA', '10,00', 'X', '10,00', 'QUADRADO', '1,00', 'MT']","[0, 0, 0, 0, 0, 0, 0]","garapeira 10,00 x 10,00 quadrado 1,00 mt"
"PORTA LAMINADA 80X2,10CM JATOBA*","['PORTA', 'LAMINADA', '80X2,10CM', 'JATOBA*']","[0, 0, 0, 0]","porta laminada 80x2,10cm jatoba*"
MADEIRA SERRADA EM VIGOTA DA ESSENCIA - TAXI,"['MADEIRA', 'SERRADA', 'EM', 'VIGOTA', 'DA', 'ESSENCIA', '-', 'TAXI']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em vigota da essencia - taxi
"RIPAO COM 3,0M","['RIPAO', 'COM', '3,0M']","[0, 0, 0]","ripao com 3,0m"
"MAO FRANCESA MASS LINHA 5 X 9 - 0,80","['MAO', 'FRANCESA', 'MASS', 'LINHA', '5', 'X', '9', '-', '0,80']","[0, 0, 0, 0, 0, 0, 0, 0, 0]","mao francesa mass linha 5 x 9 - 0,80"
REGISTRO IRRIGACAO 20MM INT,"['REGISTRO', 'IRRIGACAO', '20MM', 'INT']","[0, 0, 0, 0]",registro irrigacao 20mm int
MADEIRA SERRADA EM RIPA CURTA NA ESPÉCIE MAÇARANDUBA,"['MADEIRA', 'SERRADA', 'EM', 'RIPA', 'CURTA', 'NA', 'ESPÉCIE', 'MAÇARANDUBA']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em ripa curta na especie macaranduba
TESTEIRA DE COMPUTADOR PS 1MM 320X100,"['TESTEIRA', 'DE', 'COMPUTADOR', 'PS', '1MM', '320X100']","[0, 0, 0, 0, 0, 0]",testeira de computador ps 1mm 320x100
MADEIRA SERRADA S2S (PRANCHA) DA ESPECIE MUIRACATIARA,"['MADEIRA', 'SERRADA', 'S2S', '(PRANCHA)', 'DA', 'ESPECIE', 'MUIRACATIARA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada s2s (prancha) da especie muiracatiara
MACARANDUBA - SERRADO TIPO BLOCO,"['MACARANDUBA', '-', 'SERRADO', 'TIPO', 'BLOCO']","[0, 0, 0, 0, 0]",macaranduba - serrado tipo bloco
GUAJARÁ MADEIRA INDUSTRIALIZADA DE RESIDUO RIPA,"['GUAJARÁ', 'MADEIRA', 'INDUSTRIALIZADA', 'DE', 'RESIDUO', 'RIPA']","[0, 0, 0, 0, 0, 0]",guajara madeira industrializada de residuo ripa
BANDEJA 15560 PINUS GROSSA 1 AZULEJO,"['BANDEJA', '15560', 'PINUS', 'GROSSA', '1', 'AZULEJO']","[0, 0, 0, 0, 0, 0]",bandeja 15560 pinus grossa 1 azulejo
MOURAO JARANA 12X12CM,"['MOURAO', 'JARANA', '12X12CM']","[0, 0, 0]",mourao jarana 12x12cm
MADEIRA SERR. TABUA ANDIROBA ( CARAPA GUIANENSIS ),"['MADEIRA', 'SERR.', 'TABUA', 'ANDIROBA', '(', 'CARAPA', 'GUIANENSIS', ')']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serr. tabua andiroba ( carapa guianensis )
LINHA EM ANGELIM  (3X5),"['LINHA', 'EM', 'ANGELIM', '(3X5)']","[0, 0, 0, 0]",linha em angelim  (3x5)
BREU - RIPAS,"['BREU', '-', 'RIPAS']","[0, 0, 0]",breu - ripas
MADEIRA DA ESPECIE JATOBA SERRADAO EM TABUAS,"['MADEIRA', 'DA', 'ESPECIE', 'JATOBA', 'SERRADAO', 'EM', 'TABUAS']","[0, 0, 0, 0, 0, 0, 0]",madeira da especie jatoba serradao em tabuas
ANGELIM-VERMELHO - SERRADO.TIPO RIPA,"['ANGELIM-VERMELHO', '-', 'SERRADO.TIPO', 'RIPA']","[0, 0, 0, 0]",angelim-vermelho - serrado.tipo ripa
GUAJARA BOLACHA SERRADA EM VIGA,"['GUAJARA', 'BOLACHA', 'SERRADA', 'EM', 'VIGA']","[0, 0, 0, 0, 0]",guajara bolacha serrada em viga
"MADEIRA BENEFICIADA (PAREDES, PISOS COMPOSTO) DA ESPECIE IPE","['MADEIRA', 'BENEFICIADA', '(PAREDES,', 'PISOS', 'COMPOSTO)', 'DA', 'ESPECIE', 'IPE']","[0, 0, 0, 0, 0, 0, 0, 0]","madeira beneficiada (paredes, pisos composto) da especie ipe"
"CAIBRO PEROBA ROSA 7,0M","['CAIBRO', 'PEROBA', 'ROSA', '7,0M']","[0, 0, 0, 0]","caibro peroba rosa 7,0m"
MADEIRA SERRADA EM TABUAS DA ESSENCIA AMAPA (BROSIMUM PARINARIOIDES DUCKE SUBSP. PARINARIOIDES ),"['MADEIRA', 'SERRADA', 'EM', 'TABUAS', 'DA', 'ESSENCIA', 'AMAPA', '(BROSIMUM', 'PARINARIOIDES', 'DUCKE', 'SUBSP.', 'PARINARIOIDES', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em tabuas da essencia amapa (brosimum parinarioides ducke subsp. parinarioides )
PAINEL DE SARRAFOS DE TECA MODELO:EE TAMANHO:35 X 880 X 2250,"['PAINEL', 'DE', 'SARRAFOS', 'DE', 'TECA', 'MODELO:EE', 'TAMANHO:35', 'X', '880', 'X', '2250']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",painel de sarrafos de teca modelo:ee tamanho:35 x 880 x 2250
PEQUIA MADS SERRADA CAIBRO,"['PEQUIA', 'MADS', 'SERRADA', 'CAIBRO']","[0, 0, 0, 0]",pequia mads serrada caibro
"LINHA ANGELIM (5X22 CM) 3X10 6,00MT","['LINHA', 'ANGELIM', '(5X22', 'CM)', '3X10', '6,00MT']","[0, 0, 0, 0, 0, 0]","linha angelim (5x22 cm) 3x10 6,00mt"
LINHA 5X18 ANGLEM 8.0MT,"['LINHA', '5X18', 'ANGLEM', '8.0MT']","[0, 0, 0, 0]",linha 5x18 anglem 8.0mt
"FRECHAL 5,50MT MASSARANDUBA","['FRECHAL', '5,50MT', 'MASSARANDUBA']","[0, 0, 0]","frechal 5,50mt massaranduba"
PALETA P/ PINTURA 12410 RT RETANG. 23X31,"['PALETA', 'P/', 'PINTURA', '12410', 'RT', 'RETANG.', '23X31']","[0, 0, 0, 0, 0, 0, 0]",paleta p/ pintura 12410 rt retang. 23x31
MAD. ESP. SUCUPIRA PRETA SERRADA EM RIPAS,"['MAD.', 'ESP.', 'SUCUPIRA', 'PRETA', 'SERRADA', 'EM', 'RIPAS']","[0, 0, 0, 0, 0, 0, 0]",mad. esp. sucupira preta serrada em ripas
ANGELIM-VERMELHO SERRADO PRANCHA (CLASS.24),"['ANGELIM-VERMELHO', 'SERRADO', 'PRANCHA', '(CLASS.24)']","[0, 0, 0, 0]",angelim-vermelho serrado prancha (class.24)
PEQUIARANA SERRADO EM TABUAS,"['PEQUIARANA', 'SERRADO', 'EM', 'TABUAS']","[0, 0, 0, 0]",pequiarana serrado em tabuas
MADEIRA SERRADA SARRAFOS DA ESPECIE GUAJARA - BOLACHA,"['MADEIRA', 'SERRADA', 'SARRAFOS', 'DA', 'ESPECIE', 'GUAJARA', '-', 'BOLACHA']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada sarrafos da especie guajara - bolacha
MADEIRA DA ESPECIE MUIRACATIARA SERRADA EM RIPA,"['MADEIRA', 'DA', 'ESPECIE', 'MUIRACATIARA', 'SERRADA', 'EM', 'RIPA']","[0, 0, 0, 0, 0, 0, 0]",madeira da especie muiracatiara serrada em ripa
"REGUA PIQUIA 2,5 X 15 C/ 2,00","['REGUA', 'PIQUIA', '2,5', 'X', '15', 'C/', '2,00']","[0, 0, 0, 0, 0, 0, 0]","regua piquia 2,5 x 15 c/ 2,00"
LOURO TAMAQUARE SERRADO EM SARRAFOS,"['LOURO', 'TAMAQUARE', 'SERRADO', 'EM', 'SARRAFOS']","[0, 0, 0, 0, 0]",louro tamaquare serrado em sarrafos
CX PORTA JATOBA 15X80CM COMERCIAL,"['CX', 'PORTA', 'JATOBA', '15X80CM', 'COMERCIAL']","[0, 0, 0, 0, 0]",cx porta jatoba 15x80cm comercial
"LINHA ANGELIM VERMELHO 5X9 4,5M","['LINHA', 'ANGELIM', 'VERMELHO', '5X9', '4,5M']","[0, 0, 0, 0, 0]","linha angelim vermelho 5x9 4,5m"
"PORTA CASTELO MADEIRA 80X1,05","['PORTA', 'CASTELO', 'MADEIRA', '80X1,05']","[0, 0, 0, 0]","porta castelo madeira 80x1,05"
SUCUPIRA-PELE-DE-SAPO SERRADO EM RIPA,"['SUCUPIRA-PELE-DE-SAPO', 'SERRADO', 'EM', 'RIPA']","[0, 0, 0, 0]",sucupira-pele-de-sapo serrado em ripa
PORTA EM IPE 2.20 X 1.35 ALMOFADA C/ 66,"['PORTA', 'EM', 'IPE', '2.20', 'X', '1.35', 'ALMOFADA', 'C/', '66']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",porta em ipe 2.20 x 1.35 almofada c/ 66
MADEIRA SERRADA EM SARRAFOS DA ESSENCIA MARUPA ( JACARANDA COPAIA (AUBL.) D.DON),"['MADEIRA', 'SERRADA', 'EM', 'SARRAFOS', 'DA', 'ESSENCIA', 'MARUPA', '(', 'JACARANDA', 'COPAIA', '(AUBL.)', 'D.DON)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em sarrafos da essencia marupa ( jacaranda copaia (aubl.) d.don)
PORTA LAMBRI DE JATOBÁ 2.10 X 60 CXD,"['PORTA', 'LAMBRI', 'DE', 'JATOBÁ', '2.10', 'X', '60', 'CXD']","[0, 0, 0, 0, 0, 0, 0, 0]",porta lambri de jatoba 2.10 x 60 cxd
MADEIRA SERRADA EM TABUAS DA ESSENCIA MUIRACATIARA ( ASTRONIUM ULEI MATTICK ),"['MADEIRA', 'SERRADA', 'EM', 'TABUAS', 'DA', 'ESSENCIA', 'MUIRACATIARA', '(', 'ASTRONIUM', 'ULEI', 'MATTICK', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em tabuas da essencia muiracatiara ( astronium ulei mattick )
SARRAFO MACARANDUBA SERRADA,"['SARRAFO', 'MACARANDUBA', 'SERRADA']","[0, 0, 0]",sarrafo macaranduba serrada
MADEIRA SERRADA S2S (VIGOTA) ANDIROBA,"['MADEIRA', 'SERRADA', 'S2S', '(VIGOTA)', 'ANDIROBA']","[0, 0, 0, 0, 0]",madeira serrada s2s (vigota) andiroba
MADEIRA SERRADA - RIPAS - COPOTE,"['MADEIRA', 'SERRADA', '-', 'RIPAS', '-', 'COPOTE']","[0, 0, 0, 0, 0, 0]",madeira serrada - ripas - copote
PEQUIÁ MADEIRA SERRADA TABUA TAIPÁ,"['PEQUIÁ', 'MADEIRA', 'SERRADA', 'TABUA', 'TAIPÁ']","[0, 0, 0, 0, 0]",pequia madeira serrada tabua taipa
CAIBRO ANGELIM 5 METROS,"['CAIBRO', 'ANGELIM', '5', 'METROS']","[0, 0, 0, 0]",caibro angelim 5 metros
LINHA 5X12 6M,"['LINHA', '5X12', '6M']","[0, 0, 0]",linha 5x12 6m
CASCA SECA MADEIRA APLAIN 2 FACES (S2S) SARRAFOS,"['CASCA', 'SECA', 'MADEIRA', 'APLAIN', '2', 'FACES', '(S2S)', 'SARRAFOS']","[0, 0, 0, 0, 0, 0, 0, 0]",casca seca madeira aplain 2 faces (s2s) sarrafos
"LINHA MACARANDUBA 5X29 8,0 MT","['LINHA', 'MACARANDUBA', '5X29', '8,0', 'MT']","[0, 0, 0, 0, 0]","linha macaranduba 5x29 8,0 mt"
PRODUTO ACABADO - PORTA DE CALHA - DA ESPECIE JARANA,"['PRODUTO', 'ACABADO', '-', 'PORTA', 'DE', 'CALHA', '-', 'DA', 'ESPECIE', 'JARANA']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",produto acabado - porta de calha - da especie jarana
MADEIRA DE SUBPRODUTOS FLORESTAL PARA O USO FINAL TIPO LAMBRIL (FORRO0 DA ESPECIE JATOBA,"['MADEIRA', 'DE', 'SUBPRODUTOS', 'FLORESTAL', 'PARA', 'O', 'USO', 'FINAL', 'TIPO', 'LAMBRIL', '(FORRO0', 'DA', 'ESPECIE', 'JATOBA']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira de subprodutos florestal para o uso final tipo lambril (forro0 da especie jatoba
MADEIRA SERRADA TIPO (VIGA) DA ESPÉCIE SAPUCAIA,"['MADEIRA', 'SERRADA', 'TIPO', '(VIGA)', 'DA', 'ESPÉCIE', 'SAPUCAIA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada tipo (viga) da especie sapucaia
GUAJARA EM VIGA (S2S),"['GUAJARA', 'EM', 'VIGA', '(S2S)']","[0, 0, 0, 0]",guajara em viga (s2s)
"PORTA JATOBA LAMBRI TABICAO 1,20 X 2,10","['PORTA', 'JATOBA', 'LAMBRI', 'TABICAO', '1,20', 'X', '2,10']","[0, 0, 0, 0, 0, 0, 0]","porta jatoba lambri tabicao 1,20 x 2,10"
PRANCHA 4X30,"['PRANCHA', '4X30']","[0, 0]",prancha 4x30
TABUA MADEIRA MISTA 060CM X 030CM,"['TABUA', 'MADEIRA', 'MISTA', '060CM', 'X', '030CM']","[0, 0, 0, 0, 0, 0]",tabua madeira mista 060cm x 030cm
MADEIRA SEERADA EM VIGA DA ESPECIE - TAXI,"['MADEIRA', 'SEERADA', 'EM', 'VIGA', 'DA', 'ESPECIE', '-', 'TAXI']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira seerada em viga da especie - taxi
"LINHA MIX 5X12 4,5MT","['LINHA', 'MIX', '5X12', '4,5MT']","[0, 0, 0, 0]","linha mix 5x12 4,5mt"
LINHA CUPIUBA 5 X 12 DE 4.00,"['LINHA', 'CUPIUBA', '5', 'X', '12', 'DE', '4.00']","[0, 0, 0, 0, 0, 0, 0]",linha cupiuba 5 x 12 de 4.00
MADEIRA SERRADA EM VIGOTAS DA ESSENCIA JARANA(LECYTHIS POITEAUI O.BERG),"['MADEIRA', 'SERRADA', 'EM', 'VIGOTAS', 'DA', 'ESSENCIA', 'JARANA(LECYTHIS', 'POITEAUI', 'O.BERG)']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em vigotas da essencia jarana(lecythis poiteaui o.berg)
"LINHA 5,0X13,0 1,00M","['LINHA', '5,0X13,0', '1,00M']","[0, 0, 0]","linha 5,0x13,0 1,00m"
MADEIRA SERRADA EM SARRAFOS,"['MADEIRA', 'SERRADA', 'EM', 'SARRAFOS']","[0, 0, 0, 0]",madeira serrada em sarrafos
"LINHA MISTA 5X9 8,0 MT","['LINHA', 'MISTA', '5X9', '8,0', 'MT']","[0, 0, 0, 0, 0]","linha mista 5x9 8,0 mt"
SARRAFOS)-DA ESPÉCIE -GUAJARÁ,"['SARRAFOS)-DA', 'ESPÉCIE', '-GUAJARÁ']","[0, 0, 0]",sarrafos)-da especie -guajara
"LINHA MISTA 6X10M C/3,5MT","['LINHA', 'MISTA', '6X10M', 'C/3,5MT']","[0, 0, 0, 0]","linha mista 6x10m c/3,5mt"
BARROTE 5X5 - PINUS,"['BARROTE', '5X5', '-', 'PINUS']","[0, 0, 0, 0]",barrote 5x5 - pinus
"TABUA PEQUIA 2,2 X 29CM 6M","['TABUA', 'PEQUIA', '2,2', 'X', '29CM', '6M']","[0, 0, 0, 0, 0, 0]","tabua pequia 2,2 x 29cm 6m"
LINHA ANGELIN VERMELHO (5X9) - MT,"['LINHA', 'ANGELIN', 'VERMELHO', '(5X9)', '-', 'MT']","[0, 0, 0, 0, 0, 0]",linha angelin vermelho (5x9) - mt
QUARUBA-CEDRO SERRADO EM TABUA,"['QUARUBA-CEDRO', 'SERRADO', 'EM', 'TABUA']","[0, 0, 0, 0]",quaruba-cedro serrado em tabua
GARAPA PRODUTO ACABADO PORTAL,"['GARAPA', 'PRODUTO', 'ACABADO', 'PORTAL']","[0, 0, 0, 0]",garapa produto acabado portal
MADEIRA SERRADA EM VIGAS DA ESSENCIA QUARUBARANA (ERISMA UNCINATUM WARM.),"['MADEIRA', 'SERRADA', 'EM', 'VIGAS', 'DA', 'ESSENCIA', 'QUARUBARANA', '(ERISMA', 'UNCINATUM', 'WARM.)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em vigas da essencia quarubarana (erisma uncinatum warm.)
MADEIRA SERRADA JATOBA ( VIGA ),"['MADEIRA', 'SERRADA', 'JATOBA', '(', 'VIGA', ')']","[0, 0, 0, 0, 0, 0]",madeira serrada jatoba ( viga )
"CAIBRO 3X5 6,00MT MISTO","['CAIBRO', '3X5', '6,00MT', 'MISTO']","[0, 0, 0, 0]","caibro 3x5 6,00mt misto"
QUARUBARANA MAD SER CAIBRO CURTO(CAIBRINHO),"['QUARUBARANA', 'MAD', 'SER', 'CAIBRO', 'CURTO(CAIBRINHO)']","[0, 0, 0, 0, 0]",quarubarana mad ser caibro curto(caibrinho)
"BARROTE PINO 3,00MT 6X6","['BARROTE', 'PINO', '3,00MT', '6X6']","[0, 0, 0, 0]","barrote pino 3,00mt 6x6"
MADEIRA SERRADA DA ESPECIE POPULAR PEQUIA EM PRANCHAO,"['MADEIRA', 'SERRADA', 'DA', 'ESPECIE', 'POPULAR', 'PEQUIA', 'EM', 'PRANCHAO']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada da especie popular pequia em pranchao
MADEIRA SERRADA TIPO VIGA DA ESPECIE TIMBORANA,"['MADEIRA', 'SERRADA', 'TIPO', 'VIGA', 'DA', 'ESPECIE', 'TIMBORANA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada tipo viga da especie timborana
QUARUBA CEDRO MADEIRA SERRADA TABUA TAIPÁ,"['QUARUBA', 'CEDRO', 'MADEIRA', 'SERRADA', 'TABUA', 'TAIPÁ']","[0, 0, 0, 0, 0, 0]",quaruba cedro madeira serrada tabua taipa
CAIXA DE PORTA 60X2.10M MISTA,"['CAIXA', 'DE', 'PORTA', '60X2.10M', 'MISTA']","[0, 0, 0, 0, 0]",caixa de porta 60x2.10m mista
FAVA AMARGOSA MADEIRA SERRADA EM TABUA,"['FAVA', 'AMARGOSA', 'MADEIRA', 'SERRADA', 'EM', 'TABUA']","[0, 0, 0, 0, 0, 0]",fava amargosa madeira serrada em tabua
"JARANA 35 - BLOCO, QUADRADO OU FILE","['JARANA', '35', '-', 'BLOCO,', 'QUADRADO', 'OU', 'FILE']","[0, 0, 0, 0, 0, 0, 0]","jarana 35 - bloco, quadrado ou file"
PILAO C/ SOCADOR 12CM,"['PILAO', 'C/', 'SOCADOR', '12CM']","[0, 0, 0, 0]",pilao c/ socador 12cm
MADEIRA MISTA SERRADA EM CAIBRO,"['MADEIRA', 'MISTA', 'SERRADA', 'EM', 'CAIBRO']","[0, 0, 0, 0, 0]",madeira mista serrada em caibro
"BARROTES, TAM:2,5 PARA CADA PLACA POCO","['BARROTES,', 'TAM:2,5', 'PARA', 'CADA', 'PLACA', 'POCO']","[0, 0, 0, 0, 0, 0]","barrotes, tam:2,5 para cada placa poco"
TAUARI SERRADO VIGOTA,"['TAUARI', 'SERRADO', 'VIGOTA']","[0, 0, 0]",tauari serrado vigota
LAMBREQUIM MACARANDUBA 11CM,"['LAMBREQUIM', 'MACARANDUBA', '11CM']","[0, 0, 0]",lambrequim macaranduba 11cm
"TABUA PEQUIA 2,2 X 29CM 4M","['TABUA', 'PEQUIA', '2,2', 'X', '29CM', '4M']","[0, 0, 0, 0, 0, 0]","tabua pequia 2,2 x 29cm 4m"
TRAVE 11X2CM,"['TRAVE', '11X2CM']","[0, 0]",trave 11x2cm
MACARANDUBA MAD SERRADA CAIBRINHO,"['MACARANDUBA', 'MAD', 'SERRADA', 'CAIBRINHO']","[0, 0, 0, 0]",macaranduba mad serrada caibrinho
"LINHA ANGELIM 5X18 5,50 MTS","['LINHA', 'ANGELIM', '5X18', '5,50', 'MTS']","[0, 0, 0, 0, 0]","linha angelim 5x18 5,50 mts"
MADEIRA SERRADA EM VIGOTA ESPÉCIE MAÇARANDUBA,"['MADEIRA', 'SERRADA', 'EM', 'VIGOTA', 'ESPÉCIE', 'MAÇARANDUBA']","[0, 0, 0, 0, 0, 0]",madeira serrada em vigota especie macaranduba
JANELA PIV. 1.60 X 60 LAMBRI DE ANDIROBA CXD,"['JANELA', 'PIV.', '1.60', 'X', '60', 'LAMBRI', 'DE', 'ANDIROBA', 'CXD']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",janela piv. 1.60 x 60 lambri de andiroba cxd
"GARAPEIRA 3,50 X 9,00 CAIBRO 1,60 MT","['GARAPEIRA', '3,50', 'X', '9,00', 'CAIBRO', '1,60', 'MT']","[0, 0, 0, 0, 0, 0, 0]","garapeira 3,50 x 9,00 caibro 1,60 mt"
"LINHA 3/4 6.00M 5,0 X 9CM","['LINHA', '3/4', '6.00M', '5,0', 'X', '9CM']","[0, 0, 0, 0, 0, 0]","linha 3/4 6.00m 5,0 x 9cm"
MADEIRA SERRADA EM BARROTE DA ESPECIE MAÇARANDUBA,"['MADEIRA', 'SERRADA', 'EM', 'BARROTE', 'DA', 'ESPECIE', 'MAÇARANDUBA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada em barrote da especie macaranduba
MADEIRA SERRADA RIPAS DE ABIURANA,"['MADEIRA', 'SERRADA', 'RIPAS', 'DE', 'ABIURANA']","[0, 0, 0, 0, 0]",madeira serrada ripas de abiurana
MANDIOQUEIRO IND. DE RESIDUO CAIBRINHOS,"['MANDIOQUEIRO', 'IND.', 'DE', 'RESIDUO', 'CAIBRINHOS']","[0, 0, 0, 0, 0]",mandioqueiro ind. de residuo caibrinhos
CAIBRO ANGELIM VERMELHO 3 5M,"['CAIBRO', 'ANGELIM', 'VERMELHO', '3', '5M']","[0, 0, 0, 0, 0]",caibro angelim vermelho 3 5m
SUCUPIRA  SERRADA EM TABUA,"['SUCUPIRA', 'SERRADA', 'EM', 'TABUA']","[0, 0, 0, 0]",sucupira  serrada em tabua
MADEIRA SERRADA EM TABUA DA ESSENCIA - BARROTE,"['MADEIRA', 'SERRADA', 'EM', 'TABUA', 'DA', 'ESSENCIA', '-', 'BARROTE']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em tabua da essencia - barrote
COCO-PAU MAD. IND. RESIDUO CAIBRINHO,"['COCO-PAU', 'MAD.', 'IND.', 'RESIDUO', 'CAIBRINHO']","[0, 0, 0, 0, 0]",coco-pau mad. ind. residuo caibrinho
PORTA 2.10X0.73 CX SP ANDIROBA,"['PORTA', '2.10X0.73', 'CX', 'SP', 'ANDIROBA']","[0, 0, 0, 0, 0]",porta 2.10x0.73 cx sp andiroba
LINHA EM MASSARANDUBA (3X5),"['LINHA', 'EM', 'MASSARANDUBA', '(3X5)']","[0, 0, 0, 0]",linha em massaranduba (3x5)
PRANCHA P/ SALA 3.48 X 38,"['PRANCHA', 'P/', 'SALA', '3.48', 'X', '38']","[0, 0, 0, 0, 0, 0]",prancha p/ sala 3.48 x 38
"CAIBRO EM MADEIRA DE LEI, 3X5 CM","['CAIBRO', 'EM', 'MADEIRA', 'DE', 'LEI,', '3X5', 'CM']","[0, 0, 0, 0, 0, 0, 0]","caibro em madeira de lei, 3x5 cm"
MADEIRA SERRADA EM SARRAFOS DA ESSENCIA BAJAO (PARKIA PARAENSIS DUCKE),"['MADEIRA', 'SERRADA', 'EM', 'SARRAFOS', 'DA', 'ESSENCIA', 'BAJAO', '(PARKIA', 'PARAENSIS', 'DUCKE)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em sarrafos da essencia bajao (parkia paraensis ducke)
PALITO ESPETO BAMBU C/50 GABOARDI,"['PALITO', 'ESPETO', 'BAMBU', 'C/50', 'GABOARDI']","[0, 0, 0, 0, 0]",palito espeto bambu c/50 gaboardi
LINHA CUPIUBA 5 X 14 DE 6.50,"['LINHA', 'CUPIUBA', '5', 'X', '14', 'DE', '6.50']","[0, 0, 0, 0, 0, 0, 0]",linha cupiuba 5 x 14 de 6.50
PALITO DE DENTE GINA,"['PALITO', 'DE', 'DENTE', 'GINA']","[0, 0, 0, 0]",palito de dente gina
CAIBRO 3 0 METROS GUAJARA,"['CAIBRO', '3', '0', 'METROS', 'GUAJARA']","[0, 0, 0, 0, 0]",caibro 3 0 metros guajara
KIT BARZINHO C/11 MINIATURAS,"['KIT', 'BARZINHO', 'C/11', 'MINIATURAS']","[0, 0, 0, 0]",kit barzinho c/11 miniaturas
PORTA LAMINADA DE 80 DE PINUS SO LAMINA,"['PORTA', 'LAMINADA', 'DE', '80', 'DE', 'PINUS', 'SO', 'LAMINA']","[0, 0, 0, 0, 0, 0, 0, 0]",porta laminada de 80 de pinus so lamina
LANCADEIRA HOWA MAD. GERMER,"['LANCADEIRA', 'HOWA', 'MAD.', 'GERMER']","[0, 0, 0, 0]",lancadeira howa mad. germer
MADEIRA SERRADA VIGA JATOBA,"['MADEIRA', 'SERRADA', 'VIGA', 'JATOBA']","[0, 0, 0, 0]",madeira serrada viga jatoba
LOURO FAIA - RIPAS,"['LOURO', 'FAIA', '-', 'RIPAS']","[0, 0, 0, 0]",louro faia - ripas
MATAMATA-PRETO SERRADO EM RIPAS,"['MATAMATA-PRETO', 'SERRADO', 'EM', 'RIPAS']","[0, 0, 0, 0]",matamata-preto serrado em ripas
MADEIRA SERRADA EM RIPAS NA ESPECIE MUIRACATIARA,"['MADEIRA', 'SERRADA', 'EM', 'RIPAS', 'NA', 'ESPECIE', 'MUIRACATIARA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada em ripas na especie muiracatiara
ABIURANA-ROSADINHA SERRADA EM SARRAFOS,"['ABIURANA-ROSADINHA', 'SERRADA', 'EM', 'SARRAFOS']","[0, 0, 0, 0]",abiurana-rosadinha serrada em sarrafos
TAUARI-COURATARI TAUARI O.BERG-SERRADA EM TABUA,"['TAUARI-COURATARI', 'TAUARI', 'O.BERG-SERRADA', 'EM', 'TABUA']","[0, 0, 0, 0, 0]",tauari-couratari tauari o.berg-serrada em tabua
JARANA - MADEIRA SERRADA EM SARRAFOS,"['JARANA', '-', 'MADEIRA', 'SERRADA', 'EM', 'SARRAFOS']","[0, 0, 0, 0, 0, 0]",jarana - madeira serrada em sarrafos
MAD. ESP. JATOBA BURUNDANGA SERRADA EM PRANCHA,"['MAD.', 'ESP.', 'JATOBA', 'BURUNDANGA', 'SERRADA', 'EM', 'PRANCHA']","[0, 0, 0, 0, 0, 0, 0]",mad. esp. jatoba burundanga serrada em prancha
MADEIRA SERRADA DA ESPECIE LOURO TIPO RIPAS,"['MADEIRA', 'SERRADA', 'DA', 'ESPECIE', 'LOURO', 'TIPO', 'RIPAS']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada da especie louro tipo ripas
